method,age,date,population
OHID (exc Weston) 2019: Emergency,35-49,2021-10-01,197283
OHID (exc Weston) 2019: Emergency,35-49,2021-10-02,197292
OHID (exc Weston) 2019: Emergency,35-49,2021-10-03,197302
OHID (exc Weston) 2019: Emergency,35-49,2021-10-04,197311
OHID (exc Weston) 2019: Emergency,35-49,2021-10-05,197321
OHID (exc Weston) 2019: Emergency,35-49,2021-10-06,197331
OHID (exc Weston) 2019: Emergency,35-49,2021-10-07,197340
OHID (exc Weston) 2019: Emergency,35-49,2021-10-08,197350
OHID (exc Weston) 2019: Emergency,35-49,2021-10-09,197360
OHID (exc Weston) 2019: Emergency,35-49,2021-10-10,197370
OHID (exc Weston) 2019: Emergency,35-49,2021-10-11,197379
OHID (exc Weston) 2019: Emergency,35-49,2021-10-12,197389
OHID (exc Weston) 2019: Emergency,35-49,2021-10-13,197399
OHID (exc Weston) 2019: Emergency,35-49,2021-10-14,197409
OHID (exc Weston) 2019: Emergency,35-49,2021-10-15,197419
OHID (exc Weston) 2019: Emergency,35-49,2021-10-16,197429
OHID (exc Weston) 2019: Emergency,35-49,2021-10-17,197439
OHID (exc Weston) 2019: Emergency,35-49,2021-10-18,197448
OHID (exc Weston) 2019: Emergency,35-49,2021-10-19,197458
OHID (exc Weston) 2019: Emergency,35-49,2021-10-20,197468
OHID (exc Weston) 2019: Emergency,35-49,2021-10-21,197478
OHID (exc Weston) 2019: Emergency,35-49,2021-10-22,197488
OHID (exc Weston) 2019: Emergency,35-49,2021-10-23,197498
OHID (exc Weston) 2019: Emergency,35-49,2021-10-24,197508
OHID (exc Weston) 2019: Emergency,35-49,2021-10-25,197518
OHID (exc Weston) 2019: Emergency,35-49,2021-10-26,197529
OHID (exc Weston) 2019: Emergency,35-49,2021-10-27,197539
OHID (exc Weston) 2019: Emergency,35-49,2021-10-28,197549
OHID (exc Weston) 2019: Emergency,35-49,2021-10-29,197559
OHID (exc Weston) 2019: Emergency,35-49,2021-10-30,197569
OHID (exc Weston) 2019: Emergency,35-49,2021-10-31,197579
OHID (exc Weston) 2019: Emergency,35-49,2021-11-01,197589
OHID (exc Weston) 2019: Emergency,35-49,2021-11-02,197600
OHID (exc Weston) 2019: Emergency,35-49,2021-11-03,197610
OHID (exc Weston) 2019: Emergency,35-49,2021-11-04,197620
OHID (exc Weston) 2019: Emergency,35-49,2021-11-05,197630
OHID (exc Weston) 2019: Emergency,35-49,2021-11-06,197641
OHID (exc Weston) 2019: Emergency,35-49,2021-11-07,197651
OHID (exc Weston) 2019: Emergency,35-49,2021-11-08,197661
OHID (exc Weston) 2019: Emergency,35-49,2021-11-09,197672
OHID (exc Weston) 2019: Emergency,35-49,2021-11-10,197682
OHID (exc Weston) 2019: Emergency,35-49,2021-11-11,197692
OHID (exc Weston) 2019: Emergency,35-49,2021-11-12,197703
OHID (exc Weston) 2019: Emergency,35-49,2021-11-13,197713
OHID (exc Weston) 2019: Emergency,35-49,2021-11-14,197724
OHID (exc Weston) 2019: Emergency,35-49,2021-11-15,197734
OHID (exc Weston) 2019: Emergency,35-49,2021-11-16,197745
OHID (exc Weston) 2019: Emergency,35-49,2021-11-17,197755
OHID (exc Weston) 2019: Emergency,35-49,2021-11-18,197766
OHID (exc Weston) 2019: Emergency,35-49,2021-11-19,197776
OHID (exc Weston) 2019: Emergency,35-49,2021-11-20,197787
OHID (exc Weston) 2019: Emergency,35-49,2021-11-21,197797
OHID (exc Weston) 2019: Emergency,35-49,2021-11-22,197808
OHID (exc Weston) 2019: Emergency,35-49,2021-11-23,197818
OHID (exc Weston) 2019: Emergency,35-49,2021-11-24,197829
OHID (exc Weston) 2019: Emergency,35-49,2021-11-25,197839
OHID (exc Weston) 2019: Emergency,35-49,2021-11-26,197850
OHID (exc Weston) 2019: Emergency,35-49,2021-11-27,197861
OHID (exc Weston) 2019: Emergency,35-49,2021-11-28,197871
OHID (exc Weston) 2019: Emergency,35-49,2021-11-29,197882
OHID (exc Weston) 2019: Emergency,35-49,2021-11-30,197893
OHID (exc Weston) 2019: Emergency,35-49,2021-12-01,197903
OHID (exc Weston) 2019: Emergency,35-49,2021-12-02,197914
OHID (exc Weston) 2019: Emergency,35-49,2021-12-03,197925
OHID (exc Weston) 2019: Emergency,35-49,2021-12-04,197936
OHID (exc Weston) 2019: Emergency,35-49,2021-12-05,197946
OHID (exc Weston) 2019: Emergency,35-49,2021-12-06,197957
OHID (exc Weston) 2019: Emergency,35-49,2021-12-07,197968
OHID (exc Weston) 2019: Emergency,35-49,2021-12-08,197979
OHID (exc Weston) 2019: Emergency,35-49,2021-12-09,197990
OHID (exc Weston) 2019: Emergency,35-49,2021-12-10,198000
OHID (exc Weston) 2019: Emergency,35-49,2021-12-11,198011
OHID (exc Weston) 2019: Emergency,35-49,2021-12-12,198022
OHID (exc Weston) 2019: Emergency,35-49,2021-12-13,198033
OHID (exc Weston) 2019: Emergency,35-49,2021-12-14,198044
OHID (exc Weston) 2019: Emergency,35-49,2021-12-15,198055
OHID (exc Weston) 2019: Emergency,35-49,2021-12-16,198066
OHID (exc Weston) 2019: Emergency,35-49,2021-12-17,198076
OHID (exc Weston) 2019: Emergency,35-49,2021-12-18,198087
OHID (exc Weston) 2019: Emergency,35-49,2021-12-19,198098
OHID (exc Weston) 2019: Emergency,35-49,2021-12-20,198109
OHID (exc Weston) 2019: Emergency,35-49,2021-12-21,198120
OHID (exc Weston) 2019: Emergency,35-49,2021-12-22,198131
OHID (exc Weston) 2019: Emergency,35-49,2021-12-23,198142
OHID (exc Weston) 2019: Emergency,35-49,2021-12-24,198153
OHID (exc Weston) 2019: Emergency,35-49,2021-12-25,198164
OHID (exc Weston) 2019: Emergency,35-49,2021-12-26,198175
OHID (exc Weston) 2019: Emergency,35-49,2021-12-27,198186
OHID (exc Weston) 2019: Emergency,35-49,2021-12-28,198197
OHID (exc Weston) 2019: Emergency,35-49,2021-12-29,198208
OHID (exc Weston) 2019: Emergency,35-49,2021-12-30,198219
OHID (exc Weston) 2019: Emergency,35-49,2021-12-31,198231
OHID (exc Weston) 2019: Emergency,35-49,2022-01-01,198242
OHID (exc Weston) 2019: Emergency,35-49,2022-01-02,198253
OHID (exc Weston) 2019: Emergency,35-49,2022-01-03,198264
OHID (exc Weston) 2019: Emergency,35-49,2022-01-04,198275
OHID (exc Weston) 2019: Emergency,35-49,2022-01-05,198286
OHID (exc Weston) 2019: Emergency,35-49,2022-01-06,198297
OHID (exc Weston) 2019: Emergency,35-49,2022-01-07,198308
OHID (exc Weston) 2019: Emergency,35-49,2022-01-08,198320
OHID (exc Weston) 2019: Emergency,35-49,2022-01-09,198331
OHID (exc Weston) 2019: Emergency,35-49,2022-01-10,198342
OHID (exc Weston) 2019: Emergency,35-49,2022-01-11,198353
OHID (exc Weston) 2019: Emergency,35-49,2022-01-12,198364
OHID (exc Weston) 2019: Emergency,35-49,2022-01-13,198375
OHID (exc Weston) 2019: Emergency,35-49,2022-01-14,198387
OHID (exc Weston) 2019: Emergency,35-49,2022-01-15,198398
OHID (exc Weston) 2019: Emergency,35-49,2022-01-16,198409
OHID (exc Weston) 2019: Emergency,35-49,2022-01-17,198420
OHID (exc Weston) 2019: Emergency,35-49,2022-01-18,198432
OHID (exc Weston) 2019: Emergency,35-49,2022-01-19,198443
OHID (exc Weston) 2019: Emergency,35-49,2022-01-20,198454
OHID (exc Weston) 2019: Emergency,35-49,2022-01-21,198465
OHID (exc Weston) 2019: Emergency,35-49,2022-01-22,198477
OHID (exc Weston) 2019: Emergency,35-49,2022-01-23,198488
OHID (exc Weston) 2019: Emergency,35-49,2022-01-24,198499
OHID (exc Weston) 2019: Emergency,35-49,2022-01-25,198511
OHID (exc Weston) 2019: Emergency,35-49,2022-01-26,198522
OHID (exc Weston) 2019: Emergency,35-49,2022-01-27,198533
OHID (exc Weston) 2019: Emergency,35-49,2022-01-28,198545
OHID (exc Weston) 2019: Emergency,35-49,2022-01-29,198556
OHID (exc Weston) 2019: Emergency,35-49,2022-01-30,198567
OHID (exc Weston) 2019: Emergency,35-49,2022-01-31,198579
OHID (exc Weston) 2019: Emergency,35-49,2022-02-01,198590
OHID (exc Weston) 2019: Emergency,35-49,2022-02-02,198601
OHID (exc Weston) 2019: Emergency,35-49,2022-02-03,198613
OHID (exc Weston) 2019: Emergency,35-49,2022-02-04,198624
OHID (exc Weston) 2019: Emergency,35-49,2022-02-05,198635
OHID (exc Weston) 2019: Emergency,35-49,2022-02-06,198647
OHID (exc Weston) 2019: Emergency,35-49,2022-02-07,198658
OHID (exc Weston) 2019: Emergency,35-49,2022-02-08,198670
OHID (exc Weston) 2019: Emergency,35-49,2022-02-09,198681
OHID (exc Weston) 2019: Emergency,35-49,2022-02-10,198692
OHID (exc Weston) 2019: Emergency,35-49,2022-02-11,198704
OHID (exc Weston) 2019: Emergency,35-49,2022-02-12,198715
OHID (exc Weston) 2019: Emergency,35-49,2022-02-13,198727
OHID (exc Weston) 2019: Emergency,35-49,2022-02-14,198738
OHID (exc Weston) 2019: Emergency,35-49,2022-02-15,198749
OHID (exc Weston) 2019: Emergency,35-49,2022-02-16,198761
OHID (exc Weston) 2019: Emergency,35-49,2022-02-17,198772
OHID (exc Weston) 2019: Emergency,35-49,2022-02-18,198784
OHID (exc Weston) 2019: Emergency,35-49,2022-02-19,198795
OHID (exc Weston) 2019: Emergency,35-49,2022-02-20,198807
OHID (exc Weston) 2019: Emergency,35-49,2022-02-21,198818
OHID (exc Weston) 2019: Emergency,35-49,2022-02-22,198830
OHID (exc Weston) 2019: Emergency,35-49,2022-02-23,198841
OHID (exc Weston) 2019: Emergency,35-49,2022-02-24,198853
OHID (exc Weston) 2019: Emergency,35-49,2022-02-25,198864
OHID (exc Weston) 2019: Emergency,35-49,2022-02-26,198876
OHID (exc Weston) 2019: Emergency,35-49,2022-02-27,198887
OHID (exc Weston) 2019: Emergency,35-49,2022-02-28,198899
OHID (exc Weston) 2019: Emergency,35-49,2022-03-01,198910
OHID (exc Weston) 2019: Emergency,35-49,2022-03-02,198921
OHID (exc Weston) 2019: Emergency,35-49,2022-03-03,198933
OHID (exc Weston) 2019: Emergency,35-49,2022-03-04,198944
OHID (exc Weston) 2019: Emergency,35-49,2022-03-05,198956
OHID (exc Weston) 2019: Emergency,35-49,2022-03-06,198967
OHID (exc Weston) 2019: Emergency,35-49,2022-03-07,198979
OHID (exc Weston) 2019: Emergency,35-49,2022-03-08,198990
OHID (exc Weston) 2019: Emergency,35-49,2022-03-09,199002
OHID (exc Weston) 2019: Emergency,35-49,2022-03-10,199014
OHID (exc Weston) 2019: Emergency,35-49,2022-03-11,199025
OHID (exc Weston) 2019: Emergency,35-49,2022-03-12,199037
OHID (exc Weston) 2019: Emergency,35-49,2022-03-13,199048
OHID (exc Weston) 2019: Emergency,35-49,2022-03-14,199060
OHID (exc Weston) 2019: Emergency,35-49,2022-03-15,199071
OHID (exc Weston) 2019: Emergency,35-49,2022-03-16,199083
OHID (exc Weston) 2019: Emergency,35-49,2022-03-17,199094
OHID (exc Weston) 2019: Emergency,35-49,2022-03-18,199106
OHID (exc Weston) 2019: Emergency,35-49,2022-03-19,199117
OHID (exc Weston) 2019: Emergency,35-49,2022-03-20,199129
OHID (exc Weston) 2019: Emergency,35-49,2022-03-21,199140
OHID (exc Weston) 2019: Emergency,35-49,2022-03-22,199152
OHID (exc Weston) 2019: Emergency,35-49,2022-03-23,199163
OHID (exc Weston) 2019: Emergency,35-49,2022-03-24,199175
OHID (exc Weston) 2019: Emergency,35-49,2022-03-25,199186
OHID (exc Weston) 2019: Emergency,35-49,2022-03-26,199198
OHID (exc Weston) 2019: Emergency,35-49,2022-03-27,199209
OHID (exc Weston) 2019: Emergency,35-49,2022-03-28,199221
OHID (exc Weston) 2019: Emergency,35-49,2022-03-29,199232
OHID (exc Weston) 2019: Emergency,35-49,2022-03-30,199244
OHID (exc Weston) 2019: Emergency,35-49,2022-03-31,199255
OHID (exc Weston) 2019: Emergency,35-49,2022-04-01,199267
OHID (exc Weston) 2019: Emergency,35-49,2022-04-02,199278
OHID (exc Weston) 2019: Emergency,35-49,2022-04-03,199290
OHID (exc Weston) 2019: Emergency,35-49,2022-04-04,199302
OHID (exc Weston) 2019: Emergency,35-49,2022-04-05,199313
OHID (exc Weston) 2019: Emergency,35-49,2022-04-06,199325
OHID (exc Weston) 2019: Emergency,35-49,2022-04-07,199336
OHID (exc Weston) 2019: Emergency,35-49,2022-04-08,199348
OHID (exc Weston) 2019: Emergency,35-49,2022-04-09,199359
OHID (exc Weston) 2019: Emergency,35-49,2022-04-10,199371
OHID (exc Weston) 2019: Emergency,35-49,2022-04-11,199382
OHID (exc Weston) 2019: Emergency,35-49,2022-04-12,199394
OHID (exc Weston) 2019: Emergency,35-49,2022-04-13,199405
OHID (exc Weston) 2019: Emergency,35-49,2022-04-14,199417
OHID (exc Weston) 2019: Emergency,35-49,2022-04-15,199429
OHID (exc Weston) 2019: Emergency,35-49,2022-04-16,199440
OHID (exc Weston) 2019: Emergency,35-49,2022-04-17,199452
OHID (exc Weston) 2019: Emergency,35-49,2022-04-18,199463
OHID (exc Weston) 2019: Emergency,35-49,2022-04-19,199475
OHID (exc Weston) 2019: Emergency,35-49,2022-04-20,199486
OHID (exc Weston) 2019: Emergency,35-49,2022-04-21,199498
OHID (exc Weston) 2019: Emergency,35-49,2022-04-22,199510
OHID (exc Weston) 2019: Emergency,35-49,2022-04-23,199521
OHID (exc Weston) 2019: Emergency,35-49,2022-04-24,199533
OHID (exc Weston) 2019: Emergency,35-49,2022-04-25,199544
OHID (exc Weston) 2019: Emergency,35-49,2022-04-26,199556
OHID (exc Weston) 2019: Emergency,35-49,2022-04-27,199568
OHID (exc Weston) 2019: Emergency,35-49,2022-04-28,199579
OHID (exc Weston) 2019: Emergency,35-49,2022-04-29,199591
OHID (exc Weston) 2019: Emergency,35-49,2022-04-30,199603
OHID (exc Weston) 2019: Emergency,35-49,2022-05-01,199614
OHID (exc Weston) 2019: Emergency,35-49,2022-05-02,199626
OHID (exc Weston) 2019: Emergency,35-49,2022-05-03,199638
OHID (exc Weston) 2019: Emergency,35-49,2022-05-04,199649
OHID (exc Weston) 2019: Emergency,35-49,2022-05-05,199661
OHID (exc Weston) 2019: Emergency,35-49,2022-05-06,199673
OHID (exc Weston) 2019: Emergency,35-49,2022-05-07,199684
OHID (exc Weston) 2019: Emergency,35-49,2022-05-08,199696
OHID (exc Weston) 2019: Emergency,35-49,2022-05-09,199708
OHID (exc Weston) 2019: Emergency,35-49,2022-05-10,199720
OHID (exc Weston) 2019: Emergency,35-49,2022-05-11,199731
OHID (exc Weston) 2019: Emergency,35-49,2022-05-12,199743
OHID (exc Weston) 2019: Emergency,35-49,2022-05-13,199755
OHID (exc Weston) 2019: Emergency,35-49,2022-05-14,199767
OHID (exc Weston) 2019: Emergency,35-49,2022-05-15,199778
OHID (exc Weston) 2019: Emergency,35-49,2022-05-16,199790
OHID (exc Weston) 2019: Emergency,35-49,2022-05-17,199802
OHID (exc Weston) 2019: Emergency,35-49,2022-05-18,199814
OHID (exc Weston) 2019: Emergency,35-49,2022-05-19,199825
OHID (exc Weston) 2019: Emergency,35-49,2022-05-20,199837
OHID (exc Weston) 2019: Emergency,35-49,2022-05-21,199849
OHID (exc Weston) 2019: Emergency,35-49,2022-05-22,199861
OHID (exc Weston) 2019: Emergency,35-49,2022-05-23,199873
OHID (exc Weston) 2019: Emergency,35-49,2022-05-24,199885
OHID (exc Weston) 2019: Emergency,35-49,2022-05-25,199896
OHID (exc Weston) 2019: Emergency,35-49,2022-05-26,199908
OHID (exc Weston) 2019: Emergency,35-49,2022-05-27,199920
OHID (exc Weston) 2019: Emergency,35-49,2022-05-28,199932
OHID (exc Weston) 2019: Emergency,35-49,2022-05-29,199944
OHID (exc Weston) 2019: Emergency,35-49,2022-05-30,199956
OHID (exc Weston) 2019: Emergency,35-49,2022-05-31,199968
OHID (exc Weston) 2019: Emergency,35-49,2022-06-01,199980
OHID (exc Weston) 2019: Emergency,35-49,2022-06-02,199992
OHID (exc Weston) 2019: Emergency,35-49,2022-06-03,200004
OHID (exc Weston) 2019: Emergency,35-49,2022-06-04,200016
OHID (exc Weston) 2019: Emergency,35-49,2022-06-05,200028
OHID (exc Weston) 2019: Emergency,35-49,2022-06-06,200040
OHID (exc Weston) 2019: Emergency,35-49,2022-06-07,200052
OHID (exc Weston) 2019: Emergency,35-49,2022-06-08,200064
OHID (exc Weston) 2019: Emergency,35-49,2022-06-09,200076
OHID (exc Weston) 2019: Emergency,35-49,2022-06-10,200088
OHID (exc Weston) 2019: Emergency,35-49,2022-06-11,200100
OHID (exc Weston) 2019: Emergency,35-49,2022-06-12,200112
OHID (exc Weston) 2019: Emergency,35-49,2022-06-13,200124
OHID (exc Weston) 2019: Emergency,35-49,2022-06-14,200136
OHID (exc Weston) 2019: Emergency,35-49,2022-06-15,200148
OHID (exc Weston) 2019: Emergency,35-49,2022-06-16,200160
OHID (exc Weston) 2019: Emergency,35-49,2022-06-17,200172
OHID (exc Weston) 2019: Emergency,35-49,2022-06-18,200184
OHID (exc Weston) 2019: Emergency,35-49,2022-06-19,200196
OHID (exc Weston) 2019: Emergency,35-49,2022-06-20,200209
OHID (exc Weston) 2019: Emergency,35-49,2022-06-21,200221
OHID (exc Weston) 2019: Emergency,35-49,2022-06-22,200233
OHID (exc Weston) 2019: Emergency,35-49,2022-06-23,200245
OHID (exc Weston) 2019: Emergency,35-49,2022-06-24,200257
OHID (exc Weston) 2019: Emergency,35-49,2022-06-25,200270
OHID (exc Weston) 2019: Emergency,35-49,2022-06-26,200282
OHID (exc Weston) 2019: Emergency,35-49,2022-06-27,200294
OHID (exc Weston) 2019: Emergency,35-49,2022-06-28,200306
OHID (exc Weston) 2019: Emergency,35-49,2022-06-29,200319
OHID (exc Weston) 2019: Emergency,35-49,2022-06-30,200331
OHID (exc Weston) 2019: Emergency,35-49,2022-07-01,200343
OHID (exc Weston) 2019: Emergency,35-49,2022-07-02,200356
OHID (exc Weston) 2019: Emergency,35-49,2022-07-03,200368
OHID (exc Weston) 2019: Emergency,35-49,2022-07-04,200380
OHID (exc Weston) 2019: Emergency,35-49,2022-07-05,200393
OHID (exc Weston) 2019: Emergency,35-49,2022-07-06,200405
OHID (exc Weston) 2019: Emergency,35-49,2022-07-07,200417
OHID (exc Weston) 2019: Emergency,35-49,2022-07-08,200430
OHID (exc Weston) 2019: Emergency,35-49,2022-07-09,200442
OHID (exc Weston) 2019: Emergency,35-49,2022-07-10,200454
OHID (exc Weston) 2019: Emergency,35-49,2022-07-11,200467
OHID (exc Weston) 2019: Emergency,35-49,2022-07-12,200479
OHID (exc Weston) 2019: Emergency,35-49,2022-07-13,200492
OHID (exc Weston) 2019: Emergency,35-49,2022-07-14,200504
OHID (exc Weston) 2019: Emergency,35-49,2022-07-15,200516
OHID (exc Weston) 2019: Emergency,35-49,2022-07-16,200529
OHID (exc Weston) 2019: Emergency,35-49,2022-07-17,200541
OHID (exc Weston) 2019: Emergency,35-49,2022-07-18,200554
OHID (exc Weston) 2019: Emergency,35-49,2022-07-19,200566
OHID (exc Weston) 2019: Emergency,35-49,2022-07-20,200578
OHID (exc Weston) 2019: Emergency,35-49,2022-07-21,200591
OHID (exc Weston) 2019: Emergency,35-49,2022-07-22,200603
OHID (exc Weston) 2019: Emergency,35-49,2022-07-23,200616
OHID (exc Weston) 2019: Emergency,35-49,2022-07-24,200628
OHID (exc Weston) 2019: Emergency,35-49,2022-07-25,200640
OHID (exc Weston) 2019: Emergency,35-49,2022-07-26,200653
OHID (exc Weston) 2019: Emergency,35-49,2022-07-27,200665
OHID (exc Weston) 2019: Emergency,35-49,2022-07-28,200678
OHID (exc Weston) 2019: Emergency,35-49,2022-07-29,200690
OHID (exc Weston) 2019: Emergency,35-49,2022-07-30,200703
OHID (exc Weston) 2019: Emergency,35-49,2022-07-31,200715
OHID (exc Weston) 2019: Emergency,35-49,2022-08-01,200728
OHID (exc Weston) 2019: Emergency,35-49,2022-08-02,200740
OHID (exc Weston) 2019: Emergency,35-49,2022-08-03,200753
OHID (exc Weston) 2019: Emergency,35-49,2022-08-04,200765
OHID (exc Weston) 2019: Emergency,35-49,2022-08-05,200778
OHID (exc Weston) 2019: Emergency,35-49,2022-08-06,200790
OHID (exc Weston) 2019: Emergency,35-49,2022-08-07,200803
OHID (exc Weston) 2019: Emergency,35-49,2022-08-08,200815
OHID (exc Weston) 2019: Emergency,35-49,2022-08-09,200828
OHID (exc Weston) 2019: Emergency,35-49,2022-08-10,200840
OHID (exc Weston) 2019: Emergency,35-49,2022-08-11,200853
OHID (exc Weston) 2019: Emergency,35-49,2022-08-12,200865
OHID (exc Weston) 2019: Emergency,35-49,2022-08-13,200878
OHID (exc Weston) 2019: Emergency,35-49,2022-08-14,200891
OHID (exc Weston) 2019: Emergency,35-49,2022-08-15,200903
OHID (exc Weston) 2019: Emergency,35-49,2022-08-16,200916
OHID (exc Weston) 2019: Emergency,35-49,2022-08-17,200928
OHID (exc Weston) 2019: Emergency,35-49,2022-08-18,200941
OHID (exc Weston) 2019: Emergency,35-49,2022-08-19,200953
OHID (exc Weston) 2019: Emergency,35-49,2022-08-20,200966
OHID (exc Weston) 2019: Emergency,35-49,2022-08-21,200979
OHID (exc Weston) 2019: Emergency,35-49,2022-08-22,200991
OHID (exc Weston) 2019: Emergency,35-49,2022-08-23,201004
OHID (exc Weston) 2019: Emergency,35-49,2022-08-24,201017
OHID (exc Weston) 2019: Emergency,35-49,2022-08-25,201029
OHID (exc Weston) 2019: Emergency,35-49,2022-08-26,201042
OHID (exc Weston) 2019: Emergency,35-49,2022-08-27,201055
OHID (exc Weston) 2019: Emergency,35-49,2022-08-28,201067
OHID (exc Weston) 2019: Emergency,35-49,2022-08-29,201080
OHID (exc Weston) 2019: Emergency,35-49,2022-08-30,201093
OHID (exc Weston) 2019: Emergency,35-49,2022-08-31,201105
OHID (exc Weston) 2019: Emergency,35-49,2022-09-01,201118
OHID (exc Weston) 2019: Emergency,35-49,2022-09-02,201131
OHID (exc Weston) 2019: Emergency,35-49,2022-09-03,201143
OHID (exc Weston) 2019: Emergency,35-49,2022-09-04,201156
OHID (exc Weston) 2019: Emergency,35-49,2022-09-05,201169
OHID (exc Weston) 2019: Emergency,35-49,2022-09-06,201182
OHID (exc Weston) 2019: Emergency,35-49,2022-09-07,201194
OHID (exc Weston) 2019: Emergency,35-49,2022-09-08,201207
OHID (exc Weston) 2019: Emergency,35-49,2022-09-09,201220
OHID (exc Weston) 2019: Emergency,35-49,2022-09-10,201233
OHID (exc Weston) 2019: Emergency,35-49,2022-09-11,201246
OHID (exc Weston) 2019: Emergency,35-49,2022-09-12,201258
OHID (exc Weston) 2019: Emergency,35-49,2022-09-13,201271
OHID (exc Weston) 2019: Emergency,35-49,2022-09-14,201284
OHID (exc Weston) 2019: Emergency,35-49,2022-09-15,201297
OHID (exc Weston) 2019: Emergency,35-49,2022-09-16,201310
OHID (exc Weston) 2019: Emergency,35-49,2022-09-17,201322
OHID (exc Weston) 2019: Emergency,35-49,2022-09-18,201335
OHID (exc Weston) 2019: Emergency,35-49,2022-09-19,201348
OHID (exc Weston) 2019: Emergency,35-49,2022-09-20,201361
OHID (exc Weston) 2019: Emergency,35-49,2022-09-21,201374
OHID (exc Weston) 2019: Emergency,35-49,2022-09-22,201387
OHID (exc Weston) 2019: Emergency,35-49,2022-09-23,201400
OHID (exc Weston) 2019: Emergency,35-49,2022-09-24,201413
OHID (exc Weston) 2019: Emergency,35-49,2022-09-25,201426
OHID (exc Weston) 2019: Emergency,35-49,2022-09-26,201439
OHID (exc Weston) 2019: Emergency,35-49,2022-09-27,201452
OHID (exc Weston) 2019: Emergency,35-49,2022-09-28,201465
OHID (exc Weston) 2019: Emergency,35-49,2022-09-29,201477
OHID (exc Weston) 2019: Emergency,35-49,2022-09-30,201490
OHID (exc Weston) 2019: Emergency,35-49,2022-10-01,201503
OHID (exc Weston) 2019: Emergency,35-49,2022-10-02,201516
OHID (exc Weston) 2019: Emergency,35-49,2022-10-03,201530
OHID (exc Weston) 2019: Emergency,35-49,2022-10-04,201543
OHID (exc Weston) 2019: Emergency,35-49,2022-10-05,201556
OHID (exc Weston) 2019: Emergency,35-49,2022-10-06,201569
OHID (exc Weston) 2019: Emergency,35-49,2022-10-07,201582
OHID (exc Weston) 2019: Emergency,35-49,2022-10-08,201595
OHID (exc Weston) 2019: Emergency,35-49,2022-10-09,201608
OHID (exc Weston) 2019: Emergency,35-49,2022-10-10,201621
OHID (exc Weston) 2019: Emergency,35-49,2022-10-11,201634
OHID (exc Weston) 2019: Emergency,35-49,2022-10-12,201647
OHID (exc Weston) 2019: Emergency,35-49,2022-10-13,201660
OHID (exc Weston) 2019: Emergency,35-49,2022-10-14,201673
OHID (exc Weston) 2019: Emergency,35-49,2022-10-15,201687
OHID (exc Weston) 2019: Emergency,35-49,2022-10-16,201700
OHID (exc Weston) 2019: Emergency,35-49,2022-10-17,201713
OHID (exc Weston) 2019: Emergency,35-49,2022-10-18,201726
OHID (exc Weston) 2019: Emergency,35-49,2022-10-19,201739
OHID (exc Weston) 2019: Emergency,35-49,2022-10-20,201753
OHID (exc Weston) 2019: Emergency,35-49,2022-10-21,201766
OHID (exc Weston) 2019: Emergency,35-49,2022-10-22,201779
OHID (exc Weston) 2019: Emergency,35-49,2022-10-23,201792
OHID (exc Weston) 2019: Emergency,35-49,2022-10-24,201806
OHID (exc Weston) 2019: Emergency,35-49,2022-10-25,201819
OHID (exc Weston) 2019: Emergency,35-49,2022-10-26,201832
OHID (exc Weston) 2019: Emergency,35-49,2022-10-27,201845
OHID (exc Weston) 2019: Emergency,35-49,2022-10-28,201859
OHID (exc Weston) 2019: Emergency,35-49,2022-10-29,201872
OHID (exc Weston) 2019: Emergency,35-49,2022-10-30,201886
OHID (exc Weston) 2019: Emergency,35-49,2022-10-31,201899
OHID (exc Weston) 2019: Emergency,35-49,2022-11-01,201912
OHID (exc Weston) 2019: Emergency,35-49,2022-11-02,201926
OHID (exc Weston) 2019: Emergency,35-49,2022-11-03,201939
OHID (exc Weston) 2019: Emergency,35-49,2022-11-04,201952
OHID (exc Weston) 2019: Emergency,35-49,2022-11-05,201966
OHID (exc Weston) 2019: Emergency,35-49,2022-11-06,201979
OHID (exc Weston) 2019: Emergency,35-49,2022-11-07,201993
OHID (exc Weston) 2019: Emergency,35-49,2022-11-08,202006
OHID (exc Weston) 2019: Emergency,35-49,2022-11-09,202020
OHID (exc Weston) 2019: Emergency,35-49,2022-11-10,202033
OHID (exc Weston) 2019: Emergency,35-49,2022-11-11,202047
OHID (exc Weston) 2019: Emergency,35-49,2022-11-12,202060
OHID (exc Weston) 2019: Emergency,35-49,2022-11-13,202074
OHID (exc Weston) 2019: Emergency,35-49,2022-11-14,202087
OHID (exc Weston) 2019: Emergency,35-49,2022-11-15,202101
OHID (exc Weston) 2019: Emergency,35-49,2022-11-16,202115
OHID (exc Weston) 2019: Emergency,35-49,2022-11-17,202128
OHID (exc Weston) 2019: Emergency,35-49,2022-11-18,202142
OHID (exc Weston) 2019: Emergency,35-49,2022-11-19,202155
OHID (exc Weston) 2019: Emergency,35-49,2022-11-20,202169
OHID (exc Weston) 2019: Emergency,35-49,2022-11-21,202183
OHID (exc Weston) 2019: Emergency,35-49,2022-11-22,202196
OHID (exc Weston) 2019: Emergency,35-49,2022-11-23,202210
OHID (exc Weston) 2019: Emergency,35-49,2022-11-24,202224
OHID (exc Weston) 2019: Emergency,35-49,2022-11-25,202237
OHID (exc Weston) 2019: Emergency,35-49,2022-11-26,202251
OHID (exc Weston) 2019: Emergency,35-49,2022-11-27,202265
OHID (exc Weston) 2019: Emergency,35-49,2022-11-28,202279
