method,age,date,population
Campling 2019,75-84,2021-03-09,47392
Campling 2019,75-84,2021-03-10,47396
Campling 2019,75-84,2021-03-11,47400
Campling 2019,75-84,2021-03-12,47403
Campling 2019,75-84,2021-03-13,47407
Campling 2019,75-84,2021-03-14,47410
Campling 2019,75-84,2021-03-15,47414
Campling 2019,75-84,2021-03-16,47418
Campling 2019,75-84,2021-03-17,47422
Campling 2019,75-84,2021-03-18,47425
Campling 2019,75-84,2021-03-19,47429
Campling 2019,75-84,2021-03-20,47433
Campling 2019,75-84,2021-03-21,47437
Campling 2019,75-84,2021-03-22,47441
Campling 2019,75-84,2021-03-23,47445
Campling 2019,75-84,2021-03-24,47449
Campling 2019,75-84,2021-03-25,47453
Campling 2019,75-84,2021-03-26,47457
Campling 2019,75-84,2021-03-27,47461
Campling 2019,75-84,2021-03-28,47465
Campling 2019,75-84,2021-03-29,47469
Campling 2019,75-84,2021-03-30,47473
Campling 2019,75-84,2021-03-31,47477
Campling 2019,75-84,2021-04-01,47481
Campling 2019,75-84,2021-04-02,47485
Campling 2019,75-84,2021-04-03,47489
Campling 2019,75-84,2021-04-04,47493
Campling 2019,75-84,2021-04-05,47498
Campling 2019,75-84,2021-04-06,47502
Campling 2019,75-84,2021-04-07,47506
Campling 2019,75-84,2021-04-08,47510
Campling 2019,75-84,2021-04-09,47515
Campling 2019,75-84,2021-04-10,47519
Campling 2019,75-84,2021-04-11,47523
Campling 2019,75-84,2021-04-12,47527
Campling 2019,75-84,2021-04-13,47532
Campling 2019,75-84,2021-04-14,47536
Campling 2019,75-84,2021-04-15,47540
Campling 2019,75-84,2021-04-16,47545
Campling 2019,75-84,2021-04-17,47549
Campling 2019,75-84,2021-04-18,47554
Campling 2019,75-84,2021-04-19,47558
Campling 2019,75-84,2021-04-20,47562
Campling 2019,75-84,2021-04-21,47567
Campling 2019,75-84,2021-04-22,47571
Campling 2019,75-84,2021-04-23,47576
Campling 2019,75-84,2021-04-24,47580
Campling 2019,75-84,2021-04-25,47585
Campling 2019,75-84,2021-04-26,47589
Campling 2019,75-84,2021-04-27,47594
Campling 2019,75-84,2021-04-28,47598
Campling 2019,75-84,2021-04-29,47603
Campling 2019,75-84,2021-04-30,47607
Campling 2019,75-84,2021-05-01,47612
Campling 2019,75-84,2021-05-02,47617
Campling 2019,75-84,2021-05-03,47621
Campling 2019,75-84,2021-05-04,47626
Campling 2019,75-84,2021-05-05,47631
Campling 2019,75-84,2021-05-06,47635
Campling 2019,75-84,2021-05-07,47640
Campling 2019,75-84,2021-05-08,47645
Campling 2019,75-84,2021-05-09,47649
Campling 2019,75-84,2021-05-10,47654
Campling 2019,75-84,2021-05-11,47659
Campling 2019,75-84,2021-05-12,47663
Campling 2019,75-84,2021-05-13,47668
Campling 2019,75-84,2021-05-14,47673
Campling 2019,75-84,2021-05-15,47678
Campling 2019,75-84,2021-05-16,47683
Campling 2019,75-84,2021-05-17,47687
Campling 2019,75-84,2021-05-18,47692
Campling 2019,75-84,2021-05-19,47697
Campling 2019,75-84,2021-05-20,47702
Campling 2019,75-84,2021-05-21,47707
Campling 2019,75-84,2021-05-22,47712
Campling 2019,75-84,2021-05-23,47717
Campling 2019,75-84,2021-05-24,47721
Campling 2019,75-84,2021-05-25,47726
Campling 2019,75-84,2021-05-26,47731
Campling 2019,75-84,2021-05-27,47736
Campling 2019,75-84,2021-05-28,47741
Campling 2019,75-84,2021-05-29,47746
Campling 2019,75-84,2021-05-30,47751
Campling 2019,75-84,2021-05-31,47756
Campling 2019,75-84,2021-06-01,47761
Campling 2019,75-84,2021-06-02,47766
Campling 2019,75-84,2021-06-03,47771
Campling 2019,75-84,2021-06-04,47776
Campling 2019,75-84,2021-06-05,47781
Campling 2019,75-84,2021-06-06,47786
Campling 2019,75-84,2021-06-07,47791
Campling 2019,75-84,2021-06-08,47797
Campling 2019,75-84,2021-06-09,47802
Campling 2019,75-84,2021-06-10,47807
Campling 2019,75-84,2021-06-11,47812
Campling 2019,75-84,2021-06-12,47817
Campling 2019,75-84,2021-06-13,47822
Campling 2019,75-84,2021-06-14,47827
Campling 2019,75-84,2021-06-15,47833
Campling 2019,75-84,2021-06-16,47838
Campling 2019,75-84,2021-06-17,47843
Campling 2019,75-84,2021-06-18,47848
Campling 2019,75-84,2021-06-19,47854
Campling 2019,75-84,2021-06-20,47859
Campling 2019,75-84,2021-06-21,47864
Campling 2019,75-84,2021-06-22,47869
Campling 2019,75-84,2021-06-23,47875
Campling 2019,75-84,2021-06-24,47880
Campling 2019,75-84,2021-06-25,47885
Campling 2019,75-84,2021-06-26,47890
Campling 2019,75-84,2021-06-27,47896
Campling 2019,75-84,2021-06-28,47901
Campling 2019,75-84,2021-06-29,47907
Campling 2019,75-84,2021-06-30,47912
Campling 2019,75-84,2021-07-01,47917
Campling 2019,75-84,2021-07-02,47923
Campling 2019,75-84,2021-07-03,47928
Campling 2019,75-84,2021-07-04,47933
Campling 2019,75-84,2021-07-05,47939
Campling 2019,75-84,2021-07-06,47944
Campling 2019,75-84,2021-07-07,47950
Campling 2019,75-84,2021-07-08,47955
Campling 2019,75-84,2021-07-09,47961
Campling 2019,75-84,2021-07-10,47966
Campling 2019,75-84,2021-07-11,47972
Campling 2019,75-84,2021-07-12,47977
Campling 2019,75-84,2021-07-13,47983
Campling 2019,75-84,2021-07-14,47988
Campling 2019,75-84,2021-07-15,47994
Campling 2019,75-84,2021-07-16,47999
Campling 2019,75-84,2021-07-17,48005
Campling 2019,75-84,2021-07-18,48010
Campling 2019,75-84,2021-07-19,48016
Campling 2019,75-84,2021-07-20,48022
Campling 2019,75-84,2021-07-21,48027
Campling 2019,75-84,2021-07-22,48033
Campling 2019,75-84,2021-07-23,48038
Campling 2019,75-84,2021-07-24,48044
Campling 2019,75-84,2021-07-25,48050
Campling 2019,75-84,2021-07-26,48055
Campling 2019,75-84,2021-07-27,48061
Campling 2019,75-84,2021-07-28,48067
Campling 2019,75-84,2021-07-29,48072
Campling 2019,75-84,2021-07-30,48078
Campling 2019,75-84,2021-07-31,48084
Campling 2019,75-84,2021-08-01,48089
Campling 2019,75-84,2021-08-02,48095
Campling 2019,75-84,2021-08-03,48101
Campling 2019,75-84,2021-08-04,48107
Campling 2019,75-84,2021-08-05,48112
Campling 2019,75-84,2021-08-06,48118
Campling 2019,75-84,2021-08-07,48124
Campling 2019,75-84,2021-08-08,48130
Campling 2019,75-84,2021-08-09,48135
Campling 2019,75-84,2021-08-10,48141
Campling 2019,75-84,2021-08-11,48147
Campling 2019,75-84,2021-08-12,48153
Campling 2019,75-84,2021-08-13,48159
Campling 2019,75-84,2021-08-14,48165
Campling 2019,75-84,2021-08-15,48170
Campling 2019,75-84,2021-08-16,48176
Campling 2019,75-84,2021-08-17,48182
Campling 2019,75-84,2021-08-18,48188
Campling 2019,75-84,2021-08-19,48194
Campling 2019,75-84,2021-08-20,48200
Campling 2019,75-84,2021-08-21,48206
Campling 2019,75-84,2021-08-22,48212
Campling 2019,75-84,2021-08-23,48218
Campling 2019,75-84,2021-08-24,48223
Campling 2019,75-84,2021-08-25,48229
Campling 2019,75-84,2021-08-26,48235
Campling 2019,75-84,2021-08-27,48241
Campling 2019,75-84,2021-08-28,48247
Campling 2019,75-84,2021-08-29,48253
Campling 2019,75-84,2021-08-30,48259
Campling 2019,75-84,2021-08-31,48265
Campling 2019,75-84,2021-09-01,48271
Campling 2019,75-84,2021-09-02,48277
Campling 2019,75-84,2021-09-03,48283
Campling 2019,75-84,2021-09-04,48289
Campling 2019,75-84,2021-09-05,48295
Campling 2019,75-84,2021-09-06,48301
Campling 2019,75-84,2021-09-07,48307
Campling 2019,75-84,2021-09-08,48313
Campling 2019,75-84,2021-09-09,48320
Campling 2019,75-84,2021-09-10,48326
Campling 2019,75-84,2021-09-11,48332
Campling 2019,75-84,2021-09-12,48338
Campling 2019,75-84,2021-09-13,48344
Campling 2019,75-84,2021-09-14,48350
Campling 2019,75-84,2021-09-15,48356
Campling 2019,75-84,2021-09-16,48362
Campling 2019,75-84,2021-09-17,48368
Campling 2019,75-84,2021-09-18,48375
Campling 2019,75-84,2021-09-19,48381
Campling 2019,75-84,2021-09-20,48387
Campling 2019,75-84,2021-09-21,48393
Campling 2019,75-84,2021-09-22,48399
Campling 2019,75-84,2021-09-23,48405
Campling 2019,75-84,2021-09-24,48412
Campling 2019,75-84,2021-09-25,48418
Campling 2019,75-84,2021-09-26,48424
Campling 2019,75-84,2021-09-27,48430
Campling 2019,75-84,2021-09-28,48436
Campling 2019,75-84,2021-09-29,48443
Campling 2019,75-84,2021-09-30,48449
Campling 2019,75-84,2021-10-01,48455
Campling 2019,75-84,2021-10-02,48461
Campling 2019,75-84,2021-10-03,48468
Campling 2019,75-84,2021-10-04,48474
Campling 2019,75-84,2021-10-05,48480
Campling 2019,75-84,2021-10-06,48487
Campling 2019,75-84,2021-10-07,48493
Campling 2019,75-84,2021-10-08,48500
Campling 2019,75-84,2021-10-09,48506
Campling 2019,75-84,2021-10-10,48513
Campling 2019,75-84,2021-10-11,48520
Campling 2019,75-84,2021-10-12,48526
Campling 2019,75-84,2021-10-13,48533
Campling 2019,75-84,2021-10-14,48540
Campling 2019,75-84,2021-10-15,48547
Campling 2019,75-84,2021-10-16,48554
Campling 2019,75-84,2021-10-17,48560
Campling 2019,75-84,2021-10-18,48567
Campling 2019,75-84,2021-10-19,48574
Campling 2019,75-84,2021-10-20,48581
Campling 2019,75-84,2021-10-21,48588
Campling 2019,75-84,2021-10-22,48595
Campling 2019,75-84,2021-10-23,48603
Campling 2019,75-84,2021-10-24,48610
Campling 2019,75-84,2021-10-25,48617
Campling 2019,75-84,2021-10-26,48624
Campling 2019,75-84,2021-10-27,48631
Campling 2019,75-84,2021-10-28,48639
Campling 2019,75-84,2021-10-29,48646
Campling 2019,75-84,2021-10-30,48653
Campling 2019,75-84,2021-10-31,48661
Campling 2019,75-84,2021-11-01,48668
Campling 2019,75-84,2021-11-02,48676
Campling 2019,75-84,2021-11-03,48683
Campling 2019,75-84,2021-11-04,48691
Campling 2019,75-84,2021-11-05,48698
Campling 2019,75-84,2021-11-06,48706
Campling 2019,75-84,2021-11-07,48713
Campling 2019,75-84,2021-11-08,48721
Campling 2019,75-84,2021-11-09,48729
Campling 2019,75-84,2021-11-10,48736
Campling 2019,75-84,2021-11-11,48744
Campling 2019,75-84,2021-11-12,48752
Campling 2019,75-84,2021-11-13,48759
Campling 2019,75-84,2021-11-14,48767
Campling 2019,75-84,2021-11-15,48775
Campling 2019,75-84,2021-11-16,48783
Campling 2019,75-84,2021-11-17,48791
Campling 2019,75-84,2021-11-18,48799
Campling 2019,75-84,2021-11-19,48807
Campling 2019,75-84,2021-11-20,48814
Campling 2019,75-84,2021-11-21,48822
Campling 2019,75-84,2021-11-22,48830
Campling 2019,75-84,2021-11-23,48838
Campling 2019,75-84,2021-11-24,48846
Campling 2019,75-84,2021-11-25,48854
Campling 2019,75-84,2021-11-26,48863
Campling 2019,75-84,2021-11-27,48871
Campling 2019,75-84,2021-11-28,48879
Campling 2019,75-84,2021-11-29,48887
Campling 2019,75-84,2021-11-30,48895
Campling 2019,75-84,2021-12-01,48903
Campling 2019,75-84,2021-12-02,48911
Campling 2019,75-84,2021-12-03,48920
Campling 2019,75-84,2021-12-04,48928
Campling 2019,75-84,2021-12-05,48936
Campling 2019,75-84,2021-12-06,48944
Campling 2019,75-84,2021-12-07,48953
Campling 2019,75-84,2021-12-08,48961
Campling 2019,75-84,2021-12-09,48969
Campling 2019,75-84,2021-12-10,48977
Campling 2019,75-84,2021-12-11,48986
Campling 2019,75-84,2021-12-12,48994
Campling 2019,75-84,2021-12-13,49002
Campling 2019,75-84,2021-12-14,49011
Campling 2019,75-84,2021-12-15,49019
Campling 2019,75-84,2021-12-16,49028
Campling 2019,75-84,2021-12-17,49036
Campling 2019,75-84,2021-12-18,49044
Campling 2019,75-84,2021-12-19,49053
Campling 2019,75-84,2021-12-20,49061
Campling 2019,75-84,2021-12-21,49070
Campling 2019,75-84,2021-12-22,49078
Campling 2019,75-84,2021-12-23,49087
Campling 2019,75-84,2021-12-24,49095
Campling 2019,75-84,2021-12-25,49103
Campling 2019,75-84,2021-12-26,49112
Campling 2019,75-84,2021-12-27,49120
Campling 2019,75-84,2021-12-28,49129
Campling 2019,75-84,2021-12-29,49137
Campling 2019,75-84,2021-12-30,49146
Campling 2019,75-84,2021-12-31,49154
Campling 2019,75-84,2022-01-01,49163
Campling 2019,75-84,2022-01-02,49171
Campling 2019,75-84,2022-01-03,49180
Campling 2019,75-84,2022-01-04,49189
Campling 2019,75-84,2022-01-05,49197
Campling 2019,75-84,2022-01-06,49206
Campling 2019,75-84,2022-01-07,49214
Campling 2019,75-84,2022-01-08,49223
Campling 2019,75-84,2022-01-09,49231
Campling 2019,75-84,2022-01-10,49240
Campling 2019,75-84,2022-01-11,49248
Campling 2019,75-84,2022-01-12,49257
Campling 2019,75-84,2022-01-13,49265
Campling 2019,75-84,2022-01-14,49274
Campling 2019,75-84,2022-01-15,49282
Campling 2019,75-84,2022-01-16,49291
Campling 2019,75-84,2022-01-17,49299
Campling 2019,75-84,2022-01-18,49308
Campling 2019,75-84,2022-01-19,49316
Campling 2019,75-84,2022-01-20,49325
Campling 2019,75-84,2022-01-21,49333
Campling 2019,75-84,2022-01-22,49342
Campling 2019,75-84,2022-01-23,49350
Campling 2019,75-84,2022-01-24,49359
Campling 2019,75-84,2022-01-25,49367
Campling 2019,75-84,2022-01-26,49376
Campling 2019,75-84,2022-01-27,49384
Campling 2019,75-84,2022-01-28,49393
Campling 2019,75-84,2022-01-29,49401
Campling 2019,75-84,2022-01-30,49410
Campling 2019,75-84,2022-01-31,49418
Campling 2019,75-84,2022-02-01,49427
Campling 2019,75-84,2022-02-02,49435
Campling 2019,75-84,2022-02-03,49444
Campling 2019,75-84,2022-02-04,49452
Campling 2019,75-84,2022-02-05,49460
Campling 2019,75-84,2022-02-06,49469
Campling 2019,75-84,2022-02-07,49477
Campling 2019,75-84,2022-02-08,49485
Campling 2019,75-84,2022-02-09,49494
Campling 2019,75-84,2022-02-10,49502
Campling 2019,75-84,2022-02-11,49510
Campling 2019,75-84,2022-02-12,49519
Campling 2019,75-84,2022-02-13,49527
Campling 2019,75-84,2022-02-14,49535
Campling 2019,75-84,2022-02-15,49544
Campling 2019,75-84,2022-02-16,49552
Campling 2019,75-84,2022-02-17,49560
Campling 2019,75-84,2022-02-18,49568
Campling 2019,75-84,2022-02-19,49576
Campling 2019,75-84,2022-02-20,49585
Campling 2019,75-84,2022-02-21,49593
Campling 2019,75-84,2022-02-22,49601
Campling 2019,75-84,2022-02-23,49609
Campling 2019,75-84,2022-02-24,49617
Campling 2019,75-84,2022-02-25,49625
Campling 2019,75-84,2022-02-26,49633
Campling 2019,75-84,2022-02-27,49641
Campling 2019,75-84,2022-02-28,49649
Campling 2019,75-84,2022-03-01,49657
Campling 2019,75-84,2022-03-02,49665
Campling 2019,75-84,2022-03-03,49673
Campling 2019,75-84,2022-03-04,49681
Campling 2019,75-84,2022-03-05,49689
Campling 2019,75-84,2022-03-06,49697
Campling 2019,75-84,2022-03-07,49705
Campling 2019,75-84,2022-03-08,49713
Campling 2019,75-84,2022-03-09,49720
Campling 2019,75-84,2022-03-10,49728
Campling 2019,75-84,2022-03-11,49736
Campling 2019,75-84,2022-03-12,49744
Campling 2019,75-84,2022-03-13,49751
Campling 2019,75-84,2022-03-14,49759
Campling 2019,75-84,2022-03-15,49767
Campling 2019,75-84,2022-03-16,49774
Campling 2019,75-84,2022-03-17,49782
Campling 2019,75-84,2022-03-18,49789
Campling 2019,75-84,2022-03-19,49797
Campling 2019,75-84,2022-03-20,49804
Campling 2019,75-84,2022-03-21,49812
Campling 2019,75-84,2022-03-22,49819
Campling 2019,75-84,2022-03-23,49827
Campling 2019,75-84,2022-03-24,49834
Campling 2019,75-84,2022-03-25,49841
Campling 2019,75-84,2022-03-26,49849
Campling 2019,75-84,2022-03-27,49856
Campling 2019,75-84,2022-03-28,49863
Campling 2019,75-84,2022-03-29,49870
Campling 2019,75-84,2022-03-30,49878
Campling 2019,75-84,2022-03-31,49885
Campling 2019,75-84,2022-04-01,49892
Campling 2019,75-84,2022-04-02,49899
Campling 2019,75-84,2022-04-03,49906
Campling 2019,75-84,2022-04-04,49913
Campling 2019,75-84,2022-04-05,49920
Campling 2019,75-84,2022-04-06,49928
Campling 2019,75-84,2022-04-07,49935
Campling 2019,75-84,2022-04-08,49942
Campling 2019,75-84,2022-04-09,49950
Campling 2019,75-84,2022-04-10,49957
Campling 2019,75-84,2022-04-11,49965
Campling 2019,75-84,2022-04-12,49972
Campling 2019,75-84,2022-04-13,49980
Campling 2019,75-84,2022-04-14,49988
Campling 2019,75-84,2022-04-15,49995
Campling 2019,75-84,2022-04-16,50003
Campling 2019,75-84,2022-04-17,50011
Campling 2019,75-84,2022-04-18,50018
Campling 2019,75-84,2022-04-19,50026
Campling 2019,75-84,2022-04-20,50034
Campling 2019,75-84,2022-04-21,50042
Campling 2019,75-84,2022-04-22,50050
Campling 2019,75-84,2022-04-23,50058
Campling 2019,75-84,2022-04-24,50066
Campling 2019,75-84,2022-04-25,50073
Campling 2019,75-84,2022-04-26,50081
Campling 2019,75-84,2022-04-27,50089
Campling 2019,75-84,2022-04-28,50097
Campling 2019,75-84,2022-04-29,50105
Campling 2019,75-84,2022-04-30,50113
Campling 2019,75-84,2022-05-01,50122
Campling 2019,75-84,2022-05-02,50130
Campling 2019,75-84,2022-05-03,50138
Campling 2019,75-84,2022-05-04,50146
Campling 2019,75-84,2022-05-05,50154
Campling 2019,75-84,2022-05-06,50162
Campling 2019,75-84,2022-05-07,50170
Campling 2019,75-84,2022-05-08,50178
Campling 2019,75-84,2022-05-09,50186
Campling 2019,75-84,2022-05-10,50195
Campling 2019,75-84,2022-05-11,50203
Campling 2019,75-84,2022-05-12,50211
Campling 2019,75-84,2022-05-13,50219
Campling 2019,75-84,2022-05-14,50227
Campling 2019,75-84,2022-05-15,50235
Campling 2019,75-84,2022-05-16,50244
Campling 2019,75-84,2022-05-17,50252
Campling 2019,75-84,2022-05-18,50260
Campling 2019,75-84,2022-05-19,50268
Campling 2019,75-84,2022-05-20,50276
Campling 2019,75-84,2022-05-21,50284
Campling 2019,75-84,2022-05-22,50293
Campling 2019,75-84,2022-05-23,50301
Campling 2019,75-84,2022-05-24,50309
Campling 2019,75-84,2022-05-25,50317
Campling 2019,75-84,2022-05-26,50325
Campling 2019,75-84,2022-05-27,50333
Campling 2019,75-84,2022-05-28,50341
Campling 2019,75-84,2022-05-29,50349
Campling 2019,75-84,2022-05-30,50357
Campling 2019,75-84,2022-05-31,50365
Campling 2019,75-84,2022-06-01,50373
Campling 2019,75-84,2022-06-02,50381
Campling 2019,75-84,2022-06-03,50389
Campling 2019,75-84,2022-06-04,50397
Campling 2019,75-84,2022-06-05,50405
Campling 2019,75-84,2022-06-06,50413
Campling 2019,75-84,2022-06-07,50421
Campling 2019,75-84,2022-06-08,50428
Campling 2019,75-84,2022-06-09,50436
Campling 2019,75-84,2022-06-10,50444
Campling 2019,75-84,2022-06-11,50452
Campling 2019,75-84,2022-06-12,50459
Campling 2019,75-84,2022-06-13,50467
Campling 2019,75-84,2022-06-14,50475
Campling 2019,75-84,2022-06-15,50482
Campling 2019,75-84,2022-06-16,50490
Campling 2019,75-84,2022-06-17,50497
Campling 2019,75-84,2022-06-18,50505
Campling 2019,75-84,2022-06-19,50512
Campling 2019,75-84,2022-06-20,50520
Campling 2019,75-84,2022-06-21,50527
Campling 2019,75-84,2022-06-22,50534
Campling 2019,75-84,2022-06-23,50542
Campling 2019,75-84,2022-06-24,50549
Campling 2019,75-84,2022-06-25,50556
Campling 2019,75-84,2022-06-26,50563
Campling 2019,75-84,2022-06-27,50570
Campling 2019,75-84,2022-06-28,50577
Campling 2019,75-84,2022-06-29,50584
Campling 2019,75-84,2022-06-30,50591
Campling 2019,75-84,2022-07-01,50598
Campling 2019,75-84,2022-07-02,50605
Campling 2019,75-84,2022-07-03,50611
Campling 2019,75-84,2022-07-04,50618
Campling 2019,75-84,2022-07-05,50625
Campling 2019,75-84,2022-07-06,50632
Campling 2019,75-84,2022-07-07,50639
Campling 2019,75-84,2022-07-08,50645
Campling 2019,75-84,2022-07-09,50652
Campling 2019,75-84,2022-07-10,50659
Campling 2019,75-84,2022-07-11,50666
Campling 2019,75-84,2022-07-12,50673
Campling 2019,75-84,2022-07-13,50679
Campling 2019,75-84,2022-07-14,50686
Campling 2019,75-84,2022-07-15,50693
Campling 2019,75-84,2022-07-16,50700
Campling 2019,75-84,2022-07-17,50706
Campling 2019,75-84,2022-07-18,50713
Campling 2019,75-84,2022-07-19,50720
Campling 2019,75-84,2022-07-20,50727
Campling 2019,75-84,2022-07-21,50733
Campling 2019,75-84,2022-07-22,50740
Campling 2019,75-84,2022-07-23,50747
Campling 2019,75-84,2022-07-24,50753
Campling 2019,75-84,2022-07-25,50760
Campling 2019,75-84,2022-07-26,50767
Campling 2019,75-84,2022-07-27,50774
Campling 2019,75-84,2022-07-28,50780
Campling 2019,75-84,2022-07-29,50787
Campling 2019,75-84,2022-07-30,50794
Campling 2019,75-84,2022-07-31,50800
Campling 2019,75-84,2022-08-01,50807
Campling 2019,75-84,2022-08-02,50814
Campling 2019,75-84,2022-08-03,50820
Campling 2019,75-84,2022-08-04,50827
Campling 2019,75-84,2022-08-05,50834
Campling 2019,75-84,2022-08-06,50840
Campling 2019,75-84,2022-08-07,50847
Campling 2019,75-84,2022-08-08,50853
Campling 2019,75-84,2022-08-09,50860
Campling 2019,75-84,2022-08-10,50867
Campling 2019,75-84,2022-08-11,50873
Campling 2019,75-84,2022-08-12,50880
Campling 2019,75-84,2022-08-13,50886
Campling 2019,75-84,2022-08-14,50893
Campling 2019,75-84,2022-08-15,50900
Campling 2019,75-84,2022-08-16,50906
Campling 2019,75-84,2022-08-17,50913
Campling 2019,75-84,2022-08-18,50919
Campling 2019,75-84,2022-08-19,50926
Campling 2019,75-84,2022-08-20,50933
Campling 2019,75-84,2022-08-21,50939
Campling 2019,75-84,2022-08-22,50946
Campling 2019,75-84,2022-08-23,50952
Campling 2019,75-84,2022-08-24,50959
Campling 2019,75-84,2022-08-25,50965
Campling 2019,75-84,2022-08-26,50972
Campling 2019,75-84,2022-08-27,50978
Campling 2019,75-84,2022-08-28,50985
Campling 2019,75-84,2022-08-29,50991
Campling 2019,75-84,2022-08-30,50998
Campling 2019,75-84,2022-08-31,51004
Campling 2019,75-84,2022-09-01,51011
Campling 2019,75-84,2022-09-02,51017
Campling 2019,75-84,2022-09-03,51024
Campling 2019,75-84,2022-09-04,51030
Campling 2019,75-84,2022-09-05,51037
Campling 2019,75-84,2022-09-06,51043
Campling 2019,75-84,2022-09-07,51050
Campling 2019,75-84,2022-09-08,51056
Campling 2019,75-84,2022-09-09,51063
Campling 2019,75-84,2022-09-10,51069
